"Country.Code","Age dependency ratio (% of working-age population)","Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP (constant 2010 US$)","GDP (current US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2017 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2017 international $)","GDP, PPP (current international $)","Inflation, GDP deflator (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 0-14 (% of total population)","Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 15-64 (% of total population)","Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65 and above (% of total population)","Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)","Population growth (annual %)","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total","Primary education, duration (years)","Proportion of seats held by women in national parliaments (%)","Refugee population by country or territory of asylum","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secondary education, duration (years)","Secure Internet servers (per 1 million people)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Urban population","Urban population (% of total population)","Urban population growth (annual %)"
"USA","53.8524813365846","25.5870920037159","28.2653893328687","56.31","17709432714644.8","20936600000000","-3.4861395571143","53748.9714326683","63543.577788724","-3.82422383654213","60235.7284916969","63543.577788724","19846716175352.9","20936600000000","1.21128798695187","61.41","165163504","1431638000000","2407545000000","18.3371846431608","0.0294508181844235","6166000000","5.75377517323621","6.13914621380131","18.3717474214429","29595602","17.7805292584803","30936390","18.9753495194608","60531991","5.85991892158143","6.25596326856134","6.16683516366264","6.58024003709816","6.22461231143928","6.61492431685987","64.9973268643096","106629377","64.0610980853932","107526493","65.9531641577996","214155872","6.54002711010246","6.91312498864372","6.99145469567558","7.41483021358795","6.78758143381085","7.14500192739287","6.43292472505322","6.62991338650059","6.08552925575926","6.17792791296664","6.03091865904176","6.08666065850213","6.13471993703784","6.30062031669419","6.48273137377107","6.53417505435873","6.35059858370188","6.13598538229296","16.6309257142475","30224520","18.1583726561265","24571741","15.0714863227395","54796260","5.59379347859245","5.16849619200701","4.61039308942901","4.05743979998879","3.22979118028039","2.64185313598445","4.72439490782469","3.20369719475929","0.350911063312921","166449500","50.5182156443601","163034623","49.4817843556399","329484123","6","27.4647887323944","340881","369","57119368","17.336","-0.824661438105005","6","141670.28618857","8.31","272364755","82.664","0.599210762260319"
"URY","54.8531832765033","23.3637610615721","31.4894222149312","53.23","46654650902.3328","53628827440.3582","-5.85872124345026","13430.7189086341","15438.4116657291","-6.18382416027808","21608.4302710014","22795.0587500053","75061787659.9949","79183811046.4796","10.868186007544","60.95","1686696","6853000000","7564000000","26.8829297378047","0.206449584301789","110716491.316543","6.44193938813328","7.20940264643075","20.3350289170431","345335","19.2345288575023","361049","21.5123193448749","706383","6.44528127856272","7.191408633313","6.34730819080635","7.11150806513118","6.69725981694238","7.47007750533862","64.5772987537892","1130740","62.9801530697213","1112502","66.2860118593655","2243239","6.95497526722591","7.69786264490543","7.06336391348737","7.78628355704698","6.61928237358882","7.19605609365467","6.18221880359209","6.58598754957291","6.58536218573002","6.91941303767541","6.22031635448769","6.49315750838926","5.65559257008641","5.64851138270287","5.68032255926425","5.52642617449664","5.32145922531638","4.96223640558267","15.0876723291678","319316","17.7853180727763","204785","12.2016687957596","524105","4.51378000669492","4.05502831375839","3.92594148015669","3.17725413743136","3.2162353492916","2.30651073444173","6.12936123663313","2.66287561012813","0.345932798178836","1795391","51.6848618213233","1678336","48.3151381786767","3473727","6","21.2121212121212","719","20","155797","4.485","-1.61907419477409","6","1922.14298935984","12.67","3317930","95.515","0.439157786385389"
"UZB","50.577244183571","7.21092923865174","43.3663149449192","55.75","84121862780.9361","57707189945.4214","1.64779710168759","2457.40067512568","1685.76494675082","-0.287344654975257","6994.16941167262","7378.25472035915","239424757008.848","252572784500.07","11.8953820607341","59.29","14450873","13281000000","20020000000","57.7068473295885","12.1116794015844","6989309837.8528","9.92570420207007","10.5820128002066","28.8000464187928","4794583","27.9493111282836","5064265","29.6546284769441","9858846","9.52860854167659","10.0852265070715","8.49499838453696","8.98738916966592","7.38847029810674","7.76321115070458","66.4110973900394","11435729","66.6628886076974","11298149","66.158155654834","22733880","8.12441074651683","8.50268893935995","9.2333654557779","9.67846281571246","8.98397182828024","9.12491754466303","7.64469662772762","7.57390076420092","6.3597849332479","6.22102234675885","5.57775653770647","5.32782756674016","4.88424919663581","4.48850500433673","4.74933612190256","4.2136339173493","3.71684686179536","3.26398560500806","4.78885619116774","924254","5.38780026401895","715071","4.18721586822191","1639324","2.48266172025141","2.1252065800407","1.16272795572647","0.89196101939292","0.775165882326918","0.588078590312296","0.967244705714148","0.581969678475992","1.92212652692564","17154565","50.1125856044538","17077485","49.8874143955462","34232050","4","32","18","3133","16973620","49.584","1.95642009904719","8","468.683587456784","5.97","17258430","50.416","1.88841035704427"
"VUT","72.4699448028795","6.22385436495236","66.2460904379271","67.17","780029849.649562","854793640.145606","-9.23532846095011","2539.57300878907","2782.98434037313","-11.3830661550599","2762.791388307","2914.51027310315","848591374.918495","895191830.383631","1.80000001239038","68.51","129602","69000000","295000000","42.5833771924176","8.89103479841686","76000000","13.4840882081078","13.9103346393474","38.4101971381595","56986","37.6244553017298","60991","39.1746419166292","117977","12.3537567674634","12.906416597084","11.7866103261587","12.3578906801978","9.4381354813152","9.98073093968784","57.9810838529033","89113","58.8359963026542","88979","57.1513905838525","178089","8.39957744619041","8.47003661121459","8.67555790307672","7.52713725993962","7.94863330252212","7.0383454300212","6.03129539152251","5.69786113430535","5.30569127162287","5.18980024407476","4.25921035256833","4.25525081893506","3.69668559355606","3.83004688804676","2.93146705400766","2.91797803327124","2.14974250627228","2.24420322435609","3.60871900893715","5361","3.539548395616","5720","3.67396749951827","11084","1.492143140103","1.55886697925365","1.0253532285752","1.02511400860685","0.531493463620758","0.567794977198279","0.490558563317048","0.522191534459503","2.39471636629146","151460","49.3114113625265","155690","50.6885886374736","307150","6","0",NA,NA,"228750","74.475","2.2189736470646","7","364.642682728309","1.95","78400","25.525","2.9092584407358"
"VEN","54.4052778518662","12.310267265668","42.0950105861982","48.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.49","11063628","5020000000","6550000000",NA,NA,"279000000","8.03082912330493","8.60120735660353","27.2626753326952","3794930","26.2606540123733","3957465","28.2980639448229","7752399","9.247429124509","9.97389905077837","8.98239576455931","9.72295753744102","8.48064540259501","9.11862138478757","64.7646253297763","9389143","64.9722223586986","9027287","64.5500957745093","18416432","7.24450351605157","7.54186005337745","7.09472852799018","7.17522974012316","7.30822916126768","7.20926637326517","6.99546211680276","6.81220330567214","6.66970636172099","6.46324200932833","6.05635135147292","5.87811224251931","5.72281067393831","5.52614056328626","5.10643857374408","4.84249762530129","4.29334667311512","3.98292247684866","7.97269933752849","1266938","8.76712362892811","1000180","7.15184028066779","2267112","3.19362430766955","2.88598471554957","2.28212406730574","1.95775710600524","1.50881485039351","1.20300906718746","1.78256040355931","1.10508939192554","-0.280539304004186","14451011","50.819524430753","13984932","49.180475569247","28435943","6","22.1556886227545","68119","171127","3332977","11.721","-0.612704823763236","5","194.507352894891","9.14","25102966","88.279","-0.236353856330428"
"VNM","45.0537717122609","11.4099461662955","33.6438255459654","73.91","206694203923.451","271158442059.082","2.9058355842084","2123.45605979749","2785.724156875","1.97923084573928","8200.33186703573","8650.65367239918","798208684067.002","842042370495.083","1.29348776892957","75.63","56542377","282655000000","262701000000","201.120789697255","6.34315489843842","17200000000","7.6479356550917","8.56994162794408","23.1940369706856","10673109","21.8979010174511","11903637","24.4939602151139","22576747","7.3478002169415","8.24054090502922","6.90216514541787","7.6834776821406","6.43414204282454","6.92380224194886","68.9399513424169","33439390","68.6072307800795","33665783","69.2736471561303","67105172","6.8116487272788","7.2022813823723","8.62873125045996","8.97896661061116","8.53116522869593","8.80465582158569","7.89537961469238","8.05720921578788","7.19791407234859","7.25445609630338","6.71375238357542","6.72211598383761","6.07384287455261","5.98364295145254","5.56317746644673","5.20615411409636","4.75747711920451","4.14036273813459","7.86601168689755","4627830","9.49486820246946","3028834","6.23239262875576","7656664","3.43099243339125","2.75618132289279","2.02533716996453","1.36795449482609","1.44340223883183","0.870391351919762","2.59513636028185","1.23786545911711","0.904517905712374","48740329","50.0729797967164","48598254","49.9270202032836","97338583","5","26.7206477732794","5","316727","60992356","62.66","-0.225365936158332","7","3105.78796899067","2.27","36346227","37.34","2.82973425770943"
"VIR","65.9795746275649","34.018863799619","31.9607108279459","50.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.61","49443",NA,NA,NA,NA,NA,"5.28437488599467","6.19543960807242","19.255925305243","10062","18.0310824121703","10408","20.614503739844","20467","6.1033891503411","7.16114594463821","6.64331837583452","7.25791818713332","5.95563824741892","7.0784863208403","60.2480248982523","33443","59.9321440297691","30592","60.5935364206367","64038","5.68202546422969","6.7922017701256","5.67837729378717","6.31842099957662","4.69884352996972","4.25797866978488","5.14027215351501","4.48579665732546","5.51785779431615","5.07247837745207","6.06143519025209","5.85068849418358","6.88956988070483","6.6692203786214","7.12487687424756","6.97163363641862","7.18324760132793","7.09663111630814","20.4960497965047","12297","22.0367735580606","9488","18.7919598395194","21785","6.60683667140929","5.92931594121086","6.38065010397286","5.7438358097619","4.55838896793258","4.14306163182194","4.4908978147459","2.97574645672466","-0.35593743409178","55802","52.4999281767427","50488","47.5000718232573","106290","6",NA,NA,NA,"4316","4.06100000000001","-2.96757681461167",NA,"649.167372283376","11.84","101974","95.939","-0.243882254311271"
"PSE","71.1658833436022","5.50469013868186","65.6611932049204","31.07","12243746399.6968","15561300000","-11.4574515130457","2549.04449442595","3239.73110812657","-13.6319590509676","5394.07168818239","5690.28751703764","25909177323.6241","27331981631.6739","2.57647450067245","42.77","1266283",NA,NA,NA,"17.0294255621317","2650000000","13.458357609731","13.7036712046637","38.3611484972598","900632","38.0416354304827","941956","38.6716743249151","1842589","13.0547695415887","13.2726652134871","11.528508279163","11.6953379067643","10.1115753178137","10.1589851606377","58.4228607989863","1384634","58.4852720978188","1421572","58.3621153851357","2806207","9.76135886845805","9.78743093757139","9.11847346034612","9.19237208302683","7.22553088256057","7.27244333237597","5.75705573198062","5.7874634079779","4.83561978885997","4.85324342638553","3.95848785716132","3.92215451970664","3.30836427124077","3.23327938349522","2.61711829051739","2.50025995652831","1.79168762888033","1.65448317743028","3.2159907037539","82225","3.47309247169853","72250","2.96621028994913","154473","1.35011901234666","1.16170610339273","0.964745699349161","0.930895630449665","0.6391470085844","0.518908020229063","0.519080751418305","0.354700535877673","2.48654993848325","2367491","49.2891581474634","2435778","50.7108418525366","4803269",NA,NA,"2348243","100317","1118249","23.281","1.2952752682179",NA,"535.676848413029","27.35","3685020","76.719","2.8508765124279"
"YEM","71.7127742961372","5.03287192600211","66.6799023701351","33.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.13","6956391","927000000","7368000000",NA,NA,NA,"13.6170888109256","13.9756745181443","38.8322302005058","5675675","38.3466084651269","5906414","39.310614952361","11582089","12.9710033448454","13.2996205986229","11.7585163093559","12.0353198355938","10.6349152620471","10.8320973365364","58.2367865796391","8647645","58.4261531818529","8722038","58.0502276707764","17369685","9.75009565243065","9.86447573824533","9.37985672978612","9.44552690069241","7.80885296604962","7.81051694893539","6.09815577789664","6.04682800016106","4.50786275479135","4.62484987505811","3.32030649585909","3.38952085476292","2.76759996278625","2.42050824010806","2.36497129954139","1.99323327111475","1.7935362806646","1.6226705051619","2.93098321985502","477663","3.2272383530202","396533","2.63915737686261","874194","1.32581058974259","1.1577382606372","0.950842251490999","0.786982482844409","0.544544912996657","0.42525832804492","0.406040598789959","0.269178305336079","2.25156062737417","14800983","49.6244849454677","15024985","50.3755150545324","29825968","6","0.332225913621262","166936","33369","18519540","62.092","1.23407725243479","6","5.66620335675275","13.42","11306428","37.908","3.94085956166852"
"ZMB","85.6989824814854","3.95914329775475","81.7398391837306","65.17","28648141585.5413","19320053859.279","-3.01618890347348","1558.32300651401","1050.91928305741","-5.77484261577665","3270.03511228554","3449.6093221155","60116181622.7125","63417465994.9611","21.628326953393","74.2","7636530","7805000000","5316000000","67.9138893481825","0.698147703528833","134882512.33909","15.698446818483","16.3626059347868","44.0173890765072","4008980","43.1957935340671","4083160","44.8550731483644","8092137","14.505056055684","15.0596517238372","12.9922906599001","13.4328154897404","11.413228171685","11.6700681071725","53.8505887334907","5033425","54.2339415684817","4866437","53.4596703550454","9899869","9.48333952881979","9.52207435653673","7.86290196585479","7.7303255649837","6.59229927970736","6.38961459544243","5.46422510626606","5.32337339995162","4.42614172040578","4.36606325427007","3.31853958915844","3.26997477536541","2.40491544507836","2.31130244229214","1.86255717356521","1.7005261778362","1.40579358794089","1.17634768119454","2.1320221900021","238545","2.57026489745123","153409","1.68525649659025","391950","1.03328861808328","0.773173169390419","0.727975045658042","0.496539275048264","0.462722027378663","0.266472415815171","0.346279206331248","0.149071636336393","2.88568592086236","9280950","50.4839654751132","9103006","49.5160345248868","18383956","7","16.7664670658683","66075","269","10179380","55.371","1.88476833661208","5","40.5244660072076","12.17","8204576","44.629","4.14160925731098"
"ZWE","81.5714960059694","5.47288716100094","76.0986088449685","76.28","15737548231.719","16768513442.6415","-7.99999999999999","1058.84582705136","1128.21071129808","-9.3460180488002","2744.69075807126","2895.41564547584","40794138374.7878","43034351373.3652","610.000000000003","80.91","6985536","4057000000","4953000000","53.7316562426341","7.21422354259054","1209718044.5215","13.4204367386758","14.8696490839691","41.9111003998944","3102450","39.9238596937787","3126770","44.0886293166535","6229216","14.1707600274202","15.6445633889405","12.3326629276828","13.5744168437439","10.5803343414941","11.5158608067388","55.0747215016372","4380879","56.3753158089322","3804836","53.6496141432401","8185716","9.08112903535065","9.47745420550732","7.74160887318704","7.10049760223124","7.26514000857299","6.06747593418509","6.2296508893352","5.47800976027952","5.11666769829095","4.79292894398062","3.61309997262871","3.37737820448646","2.70679766622137","2.52505284115505","2.22672562324369","1.91246205236597","1.81416170060753","1.40249379230994","3.01417809846838","287588","3.70082449728906","160404","2.2617565401064","447995","1.45830923171615","1.01027776328573","0.930675234338496","0.596953472992847","0.728189478796389","0.410504215307085","0.58365055243802","0.244021088520744","1.47387141587655","7770917","52.2838940136085","7092010","47.7161059863915","14862927","7","31.8518518518519","9266","8614","10070822","67.758","1.42665638495326","6","74.4806187906326","5.73","4792105","32.242","1.57316861683581"
"AFE","80.8469864586379","5.72229635831506","74.2202602014517","64.2247482140315","1017284599324.38","898474072150.353","-3.57517252850336","1502.09621981712","1326.66365762056","-6.02365797523449","3387.59467010415","3548.20982445779","2294225790056.15","2403001327060","5.51038075168182","68.9211653489025","274187781","179025825635.966","209354177917.874","42.4094955421569","1.45216446347249","14077833021.4375","14.8634332845203","15.4194865887633","41.2466409564022","138352035","40.5616513080333","140988093","41.9416981799821","279340111","13.5370896687994","13.9979423178808","12.1611283547136","12.524269273338","10.6360801227543","10.8893498874578","55.573290516673","190472197","55.8420905335527","185894168","55.3005355984128","376366386","9.21857899179927","9.35560677604834","7.90686324827345","7.94718201434864","6.76355830091909","6.72344238832755","5.69378209012534","5.58619128916234","4.5939206290331","4.49043421562164","3.72248585109069","3.61842808210843","2.98502121079246","2.82151267862199","2.40731491607596","2.20000254373692","1.91448517268905","1.66838572297915","3.18006852692482","12266504","3.59625815841402","9270302","2.75776622160519","21536800","1.44303663134305","1.20432628240692","1.02209182680303","0.79183399465769","0.641064545376726","0.458408937581046","0.490065154891213","0.303197006959531","2.60542748736259","341090736","50.3645789636472","336152563","49.6354210363528","677243299","6","30.1284472988289","5183793","5960032","428130824","63.2166938509081","1.81306695061296","6","1310.17317012981","6.81417669985147","249112475","36.7833061490919","3.9964003100165"
"AFW","85.2912705165896","5.15208224803947","79.7325173703266","55.3970421177378","791905189146.896","786584975143.582","-0.978922191995096","1726.02264492629","1714.42679990415","-3.5454820336675","4003.1589131452","4222.99266843149","1836663224331.4","1937523715398.88","1.59107953561461","59.1238176228042","154278820","104000000000","129208000000","29.6481635639469","3.61551995717032","27683256525.619","16.0274577550082","16.4157045621679","43.125559365873","97264292","42.6625040380322","100597279","43.5829344524093","197861564","14.2202010131112","14.5206391550429","12.4148452699128","12.6465907351985","10.6438689171128","10.8067112204038","54.0877930500607","123798711","54.3011510117267","124357945","53.8770453778508","248156675","8.94079164103766","9.04198917303906","7.52233518855572","7.57869805926659","6.42544358767282","6.42782228871539","5.47220151926641","5.41222060151804","4.52450805112206","4.44943670761206","3.6586948164893","3.55295742058716","2.93242076389382","2.78122141132906","2.35459874371707","2.18759409061637","1.82628778285903","1.63839440476338","2.78664758406628","6922424","3.03634495024105","5862825","2.54002016973985","12785236","1.33648279194617","1.15827553849569","0.892554417524239","0.752714966410621","0.514877207480459","0.414178182400285","0.292430533290182","0.214851482433248","2.6609016309306","227985427","49.6913033413897","230818049","50.3086966586103","458803476","6","16.3452708907254","1474356","1458860","239272321","52.1513745647494","1.48212082164187","7","45.5925054935722","6.3001047205968","219531155","47.8486254352506","3.97727243932519"
"ARB","61.0199629831479","7.59307165027408","51.9543305763963","40.8876920440306","2635656396303.34","2530185792347.04","-4.99953420147953","6043.96440170898","5802.10412863519","-6.78818708003048","13753.7073066431","14527.0450893456","5997726694979.84","6334964398250.66","0.249792409500145","46.1896563831723","135833282","772246183619.93","722187014641.506","43.9872634615263","3.19105141959011","57822442777.9594","11.8513427434659","11.5169384947848","32.5635698168937","69377480","33.0281822295782","72625969","32.1317835386298","142003455","11.3346162459846","11.0344065773389","9.84222324012782","9.58043846650611","8.73352441099227","8.4630251374156","62.6772981636592","129655036","61.7242096862263","143668570","63.5630399646564","273323616","8.32180048343839","8.27298084467001","8.2641622345872","8.68598840253713","7.96023229745431","8.53094728160398","7.16592278814047","7.58246516534181","6.0936709379028","6.49033555906016","5.00259781169843","5.28044006506962","4.15020524412552","4.24275570917508","3.37484494090004","3.42854354002483","2.65724853698684","2.58555825975819","4.75913201944706","11022884","5.24760808419547","9730789","4.30517649671382","20753658","2.05490215729117","1.85625992397237","1.38811440582102","1.16835868543434","0.917364061054848","0.700773431638145","0.887227460028431","0.579784455668964","1.91891223067044","210055400","48.1689252393786","226025328","51.8310747606214","436080728","6","19.5469585136167","9284160","8867495","176735820","40.5282343914474","1.24412286565637","6","152.265385137589","11.481565055978","259344908","59.4717656085526","2.38393807615734"
"CSS","48.1806443877575","13.6696427432804","34.4447451536616","54.4961383988538","63271336074.8785","68415253068.2718","-7.99313323744315","8501.59394128481","9192.76780070435","-8.49879269960635","14844.4613067034","15659.645950895","110476800782.727","116543642123.532","0.930208327232606","60.4201965146581","3294823","11888000000","19954000000","46.5422527462184","6.92372996292542","3957967755.07008","7.44937949407154","7.90919450542669","23.2554794493567","833785","22.6102847461084","867841","23.9109435201594","1701630","7.6000451237595","8.05957450560302","7.56086012827731","7.9421745091297","7.77009986885908","8.16391475123654","67.5153942446957","2492380","67.5874733840325","2447787","67.4419584997487","4940173","8.06416359966114","8.50437749623086","7.99905413657964","8.32145832782289","7.46038925750806","7.66172049267772","7.43115643734902","7.26472059847823","6.47637131213601","6.19420676065279","6.35022003256286","6.07688942083036","5.90380937814904","5.6880449828515","5.5476733603859","5.3433391964451","4.58453600084173","4.22328647252273","9.22912630594756","361471","9.80224186985917","313844","8.64709798009187","675304","3.38327860992788","3.13483614145529","2.55111947057681","2.33631778947461","1.77322273673432","1.49875794605937","2.09462105262016","1.6771861031026","0.552626000335877","3687636","50.397452108128","3629472","49.6025478918721","7442291","6.5","25.503355704698","3372","5751","3605311","48.4435618014668","0.167060354546919","5","8352.40116249149","9.79804591449609","3836980","51.5564381985332","0.917626642813119"
"CEB","53.164099495085","29.7673610110632","23.3565507967012","54.1839864310719","1670063179680.44","1644372278258.43","-3.97792088907701","16333.7224884301","16082.4577103005","-3.83497949846439","31329.4995261909","33711.8590787065","3203326347289.76","3446913868274.92","2.36953141329334","56.7677093502583","49189404","899024000000","891746000000","108.902954864736","1.88305856966819","30964493102.9933","4.67114909556316","5.26173872566194","15.2533674279307","7590311","14.388513116966","8005703","16.1751771465107","15596007","4.73751852664666","5.32589903652913","4.97984549475614","5.58753938431961","4.49133411797918","5.01891150254312","65.3065858302349","33164922","62.8688162474921","33608666","67.9048638603949","66773588","4.78045135086637","5.3350203901401","5.81205133357371","6.56916703843141","6.65709301891439","7.61943875215518","6.89031488597581","7.81565739799133","7.50265321280336","8.28169914021718","7.05061960128133","7.66293369333336","6.44093289818157","6.7943295590953","6.19497287262158","6.21832271165958","7.0483929552948","6.58938367482832","19.4400467418344","11997345","22.742670635542","7879386","15.9199589930944","19876735","6.98706058985205","5.96390955766","5.61126979695642","4.29297422251305","3.97456280446406","2.60575589701124","6.16977744426941","3.05731931591015","-0.148641772098756","52752577","51.5936133039458","49493753","48.4063866960542","102246330","5","24.988431281814","41206","33896","38283040","37.4419678517654","-0.467350319513955","8","32865.1013684305","4.56181965331029","63963290","62.5580321482346","0.0430885754495307"
"EAR","52.7375320598585","9.33210725775958","43.0122671963358","48.853820920266","11769089120172.7","10845901024093.1","-4.81188748646943","3532.02790581648","3254.96941094267","-6.00639573512206","8964.6909169774","9233.15646046139","29871294664168.4","30765850140855.2","2.91765952282277","52.4539693018237","1254222326","1896237179052.86","2143406397613.21","39.083247570693","3.29045887246309","334492182100.809","9.38016094168512","9.64668738979379","28.2335775768553","454933942","27.8186442263257","485838637","28.6334991641115","940772554","9.28259971370517","9.54604133497519","9.15588357093535","9.44077043934252","8.87877460932842","9.2161585069816","65.640756611408","1071840627","65.541719996346","1115378491","65.7362066615399","2187219171","8.623722547702","8.89938622312577","8.31277448933175","8.49030861525594","7.92456197971287","7.97363166349544","7.35040990790857","7.34180505844733","6.43142351291862","6.37895855257821","5.62558647781553","5.53626741307784","4.87611702245464","4.74940575882228","4.15001687651261","3.98248316993827","3.36833257266103","3.16780169981726","6.12566581173667","108581700","6.63963577732831","95531965","5.63029417434857","204113639","2.56990842270971","2.36348859869418","1.76349543672093","1.50888777591611","1.16833459943667","0.943145676382905","1.137897318461","0.814772123355379","1.27083992362549","1635356268","49.0787682633653","1696749093","50.9212317366347","3332105361","6","24.4509129399312","14784943","9182700","1800696128","54.0407920128508","0.492790144698702","6","1005.51242648073","6.86486578480005","1531409233","45.9592079871492","2.20125746163451"
"EAS","45.4388657821353","16.8174043509993","28.3270736314179","63.2732392398805",NA,NA,NA,NA,NA,NA,"17682.2205269749","18583.5275057195","41589249599756.5","43709157608359.2","0.6535124246845","66.1422413500264","1251858469","6335715007530.46","5560846039843.7","48.2593871850766","0.500125035920639","111074391068.11","6.23031050202744","6.63577310165965","19.5164666354673","218169987","18.8026554949351","240823161","20.2115887276085","458993152","6.39119461519506","6.86797323700284","6.18115037771263","6.70784238894604","6.13576381262047","6.61774409363296","68.8968684966684","793965327","68.4267197272506","826368486","69.3547080184095","1620333812","6.42089235710542","6.84118308955064","6.90945940533877","7.25060118632785","8.14431622458491","8.30913961011949","7.06893886235652","7.12075736130929","6.76117573192373","6.77884366878822","7.72132186914274","7.71391047853443","7.6950219909771","7.54249690994209","6.36747232712833","6.21071679977934","5.20235714607262","4.96931482042519","11.5866648678643","148179444","12.7706247778143","124318649","10.433703253982","272498089","4.72435365205905","4.36824985360634","3.23707386761527","2.77804935646198","2.12604496028022","1.67728761120721","2.68315229785972","1.61011643270646","0.485499869636044","1160314757","49.3367802874221","1191510294","50.6632197125779","2352037717","6","21.3300492610837","616505","1633439","924467848","39.3049755030969","-1.53828220139148","6","3534.3868828227","4.3387491257598","1427569869","60.6950244969031","1.84104386145714"
"EAP","44.1273746233693","14.8868539780302","29.1420501065718","63.6795604252064","14484561620530.2","17454153396870.2","1.04327790478955","6881.0158133043","8291.74597603781","0.499501972325376","14441.0467268477","15234.0987866391","30398452329603.9","32067829604704.3","0.814416721997389","66.6023818860467","1118141933","3624426476997.56","3003472000000","38.034326744238","0.546896377321402","95513206590.1705","6.49615119154922","6.89034833099924","20.2334733742666","202098277","19.5254507930594","223791484","20.9184798395106","425889772","6.63440378159247","7.10554707715734","6.39489581991771","6.92258443135403","6.3229835523696","6.79890826623019","69.4305082476912","715448642","69.1220998611317","745978314","69.7288925418278","1461426943","6.56562345063613","6.96551537745412","7.07074745953785","7.37576161030081","8.41958633079756","8.537058249932","7.12650098619971","7.13962222387884","6.74025494818595","6.72714092697322","7.7334387350687","7.68690024344504","7.76531588864484","7.56923235124689","6.31503279385676","6.12472252179796","5.06261571583459","4.80403077056875","10.3360183780422","117503584","11.3524493458089","100056908","9.35262761866159","217560495","4.56101084386417","4.19131303839131","2.92302549897127","2.47914117226142","1.82758525982312","1.43290929982522","2.04082774315035","1.24926410818363","0.541073260854489","1035050503","49.1739137501606","1069826705","50.8260862498394","2105003391","6","21.5431296055483","551256","1633086","895029750","42.519159604188","-1.56752714771945","6","1218.09892322151","4.38917997056283","1209973641","57.480840395812","2.15989069099362"
