"Country.Code","Age dependency ratio (% of working-age population)","Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP (constant 2010 US$)","GDP (current US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2017 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2017 international $)","GDP, PPP (current international $)","Inflation, GDP deflator (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 0-14 (% of total population)","Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 15-64 (% of total population)","Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65 and above (% of total population)","Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)","Population growth (annual %)","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total","Primary education, duration (years)","Proportion of seats held by women in national parliaments (%)","Refugee population by country or territory of asylum","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secondary education, duration (years)","Secure Internet servers (per 1 million people)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Urban population","Urban population (% of total population)","Urban population growth (annual %)"
"SVK","47.6072748708159","24.6491410709505","22.9581337998653","55.05","109111285633.981","104574146248.364","-4.7543253411001","19988.0460827906","19156.8896116995","-4.83598203353669","30330.0428870265","31832.394609507","165566457022.858","173767535169.031","2.36953141329334","59.06","2722540","86192000000","84468000000","163.195212318235","1.79665990774666","1878841759.51272","4.94458732155632","5.46120544867949","15.5535289676503","414663","14.8054523048276","434378","16.3417879170759","849040","4.93609085365941","5.44040408067922","4.92477412961183","5.44017838771719","4.57602625194383","5.06816115530723","67.7473358143263","1836609","65.5757392284065","1861599","70.0354225103903","3698210","5.05789735981185","5.60564894437759","6.36064150474588","7.03063669113053","7.17269677891048","7.88326708617973","7.59245085257414","8.44212047565544","7.94865991423565","8.84539618330632","7.09347971057746","7.70711372931665","6.2405485719508","6.47140714671811","6.66819222294732","6.60456599431479","6.86514606070905","6.37710510408395","16.6991352180235","549473","19.618808466766","362105","13.6227895725338","911577","6.58511961456023","5.6014360090864","4.93666204477853","3.7065178998969","3.64980415284503","2.24387704397891","4.44722265458217","2.07095861957157","0.0857694756149868","2800745","51.3067246338268","2658082","48.6932753661732","5458827","4","22.6666666666667","1036","1368","2524162","46.24","0.0187802728446084","9","25918.3886941279","6.79","2934665","53.76","0.143424102235349"
"SVN","55.9434271190141","32.3391670001923","23.6042601188218","54.41","54097609433.2169","52880473699.8803","-5.53220784505318","25759.2208435193","25179.6671722936","-6.06034108453083","36547.7389559849","39593.3074407023","76754856822.6768","83150934382.2123","1.27269766297013","57.38","1022650","44777000000","42121000000","164.329087695364","1.05443170382171","557588479.822638","4.7177259409295","5.02622605604552","15.1364302350527","154334","14.6379905375289","163551","15.6390367357978","317884","5.0671551841426","5.4106816842634","4.85310941245681","5.20212899548892","4.26721420482092","4.57222066593897","64.125818085965","652811","61.9164282525089","693914","66.3534673454208","1346723","4.4509831350328","4.81641760768138","5.10327660577444","5.40121518889522","6.16526556430858","6.71502951035036","6.84496149283991","7.56788346551008","7.17666537000025","8.06294253450924","6.67451054036497","7.4660703418564","7.12578877878935","7.43216483293567","7.13623237284205","7.28427499203076","6.97153018773558","7.03524820571274","20.7377516789822","247197","23.4455812099622","188320","18.0074959187813","435519","6.77865904252363","6.62645016083382","4.99625371993155","4.38182819276876","4.38496812308494","3.30564222443322","7.2857003244221","3.69357534074553","0.560630293306558","1054342","50.2037584682905","1045784","49.7962415317096","2100126","6","27.7777777777778","858","22","942579","44.882","-0.0967090374249138","7","49166.0976531884","5.17","1157547","55.118","1.09910546039936"
"SLB","77.6230521377998","6.52045740174706","71.1025947360527","83.17","1121317739.20527","1551245525.6045","-4.31726002703921","1632.48457397859","2258.40036455455","-6.69331588516656","2482.87191978213","2619.21900713566","1705430098.51611","1799083913.18333","3.75472352369405","83.83","345313","366000000","477000000","54.3434283023311","1.77333914930974","27508844.2074603","14.8206838538458","15.2089262502076","40.0300487418545","133188","39.4495521539264","141773","40.5921629034937","274958","13.3373418321407","13.7389695987539","11.2915264679399","11.6442670545321","10.0232216482631","10.3629939701428","56.2990257452496","191386","56.6874792663855","195318","55.923060624975","386706","8.65154495047628","9.10090419226827","7.28253400312781","7.51527506570998","6.3622577129046","6.04961318437162","6.0556964124923","5.43889687397999","5.64990995687408","5.15801890844123","4.68638927065068","4.51179916509669","3.35795696886403","3.28378123013669","2.64205487891569","2.56798621092475","1.97591346381688","1.93379182390297","3.67092551289592","13042","3.86296857968817","12171","3.4847764715314","25215","1.42410312307474","1.35857894646426","1.11428368323776","0.972049636089812","0.75263020709919","0.657099827636559","0.57195156627648","0.49704806134077","2.5146180244063","337616","49.1522512003587","349262","50.8477487996413","686878","6","6.38297872340426",NA,"37","517425","75.33","1.90585644202446","7","62.6020923657476","0.79","169453","24.67","4.39674333988239"
"SOM","96.2787334496688","5.69627788131061","90.5824555683582","41.28",NA,"4917607582.22895","-1.49516270888303",NA,"309.415454618032","-4.28616488377753","829.611428860091","875.169599242956","13185196123.7764","13909262102.9105","3.82028158675516","47.5","4065294",NA,"1170000000",NA,"35.2813837010881","1735000000","17.5995077004622","17.9702342995477","46.1499059158678","3642679","45.7098589909165","3692028","46.5924717888635","7334706","14.8895011401493","15.1726627938335","13.220850150305","13.4495746954823","11.3639226957214","11.5173016146844","50.9479575632933","4087052","51.2860371744376","4010216","50.6079249256097","8097270","9.61168669310535","9.69584256205163","7.31023152835215","7.28208814466575","5.49846583040662","5.43156580688728","4.24969745764031","4.12865229773474","3.61341737092572","3.44578498444048","3.21031198880882","2.99157492844286","2.66330134825223","2.46148231335673","2.10238706047283","2.00828183739023","1.6626152007521","1.64535043595559","2.90213652083888","239401","3.00410383464598","221843","2.79960328552677","461243","1.26983716670774","1.24582175839311","0.864058971541694","0.829357375808721","0.503015886799215","0.447294432784496","0.367191809597331","0.277129718540445","2.87428009490378","7969132","50.1417113801804","7924087","49.8582886198196","15893219","6","24.3636363636364","11235","814551","8559929","53.859","1.790291012073","6","4.46731401612222","13.1","7333290","46.141","4.15463235617865"
"ZAF","52.2314788899993","8.38710021862679","43.8443786713725","36.69","400228939387.244","301923639269.552","-6.95960445218964","6748.23435464928","5090.71502455292","-8.13682911771798","11466.189671582","12095.856289625","680044688713.057","717389390965.917","5.28618405077614","51.49","21742744","85834000000","84062000000","56.2711818163798","0.268571750762681","810881603.952636","9.457290574139","9.99107270355722","28.8011250965078","8444602","28.061982386546","8636966","29.5624399387569","17081570","9.56148867840874","10.0744482169572","9.04320313399824","9.49691901824246","8.11104614883394","8.46241437743112","65.6894360674633","19666314","65.3524887349674","19293233","66.0365042292562","38959544","8.132443380413","8.47761494621511","8.60263084594864","8.99724438776928","8.85291432022102","9.27584161726111","7.90096846814364","8.22700237116551","6.37121096367694","6.47854334123357","5.49974648318106","5.40188031138542","4.65670087587419","4.41814577567945","3.93396028096934","3.54451524732397","3.29086696770556","2.75330185379168","5.50943883602892","1981762","6.58552887848665","1285813","4.40105583198693","3267576","2.60784367546152","2.00217606701421","1.78081525346465","1.22988038203161","1.22177560933593","0.729644415534879","0.975094340224555","0.439354967406229","1.27335626330668","30092678","50.7390704465062","29216012","49.2609295534938","59308690","7","46.75","76754","494","19361915","32.646","-0.240580143097643","5","14421.8157575222","28.74","39946775","67.354","2.01548003295595"
"SSD","80.7682270428968","6.06074308295289","74.7074839599439","60.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69.76","4581565",NA,NA,NA,NA,"1200000000","15.0701296703552","15.4356922898997","41.3277706929552","2284290","40.8586379380813","2341823","41.7957727751528","4626119","13.5872066453039","13.8973059856713","12.2013016224222","12.4627744995818","10.6405173577977","10.8261196563135","55.3194579999062","3103491","55.5115222292676","3088823","55.1278829572798","6192310","9.44539294168993","9.5323695425355","8.0421377229925","8.05234468448588","6.66163451365344","6.63466127337894","5.28794617504201","5.25333329525859","4.4162150994998","4.37314631018234","3.65573991877604","3.57894875865026","3.03131173740747","2.90432970540498","2.43637888892566","2.26863613048263","1.89424787348309","1.70399360058711","3.3527713071386","202934","3.6298398326511","172368","3.07634426756742","375300","1.37468999940079","1.19051995943612","1.07025666663387","0.93512170413995","0.683758696338483","0.574137419610231","0.501134470277952","0.376565184381121","1.18275937083062","5590715","49.9450629901796","5603014","50.0549370098204","11193729","6","28.4595300261097","314453","2189141","8932708","79.801","0.807531960604159","6","4.10944377874433","12.66","2261021","20.199","2.67911003501181"
"ESP","52.3857787288138","30.4430391947397","21.9427395340741","47.44","1401623069102.21","1281199091016.35","-10.8389473393255","29600.3523833162","27057.1635151239","-11.2495189871117","36215.4475907307","38334.6113444231","1714858193027.47","1815203917494.41","1.06736605536011","56.25","22799921","306995000000","324993000000","49.3278526679767","0.2340778864752","2999003753.79054","4.05623717086385","4.46362569825546","14.3994673656669","3301029","13.708630537492","3517346","15.1143046115868","6818373","4.57462837695038","5.03390192972181","5.07776498967781","5.61677698360952","4.57270630659882","5.00861289445738","65.6229209344123","15435594","64.1014878380683","15637885","67.1971880646894","31073481","4.63039365220494","5.02632522856962","4.86841914340012","5.24038335583714","5.47989827747588","5.72733763425362","6.92545500389145","7.12146370203102","8.30384441408293","8.81924967767468","8.09663934200424","8.75837930489141","7.58569247841719","7.95807773390747","7.27476710668899","7.33039961375796","6.36367211330373","6.20695891930913","19.9776116999208","5343308","22.1898816244397","4116405","17.6885073237238","9459712","5.27165856796506","4.99570508537214","4.96866962239309","4.45104863545832","4.22786080930097","3.50730762163913","7.72169262478053","4.73444598125417","0.461546666660309","24079931","50.8535030522973","23271636","49.1464969477027","47351567","6","44","103679","52","9086766","19.19","-0.807077654620099","6","21592.970724707","15.67","38264801","80.81","0.765187233675923"
"LKA","53.6516254343468","17.259468670566","36.3921567637808","48.65","84293528650.4606","80706600228.6499","-3.5690761372374","3845.68313565676","3682.03842459282","-4.0794090524288","12536.9417561704","13225.4088007871","274797226353.498","289887735504.453","3.42516435769879","51.13","8552779","10137000000","15993000000","32.3765341694125","8.8468600830312","7140000000","7.32177817150505","8.22346484502186","23.6848504400243","2565953","22.4903078701862","2625529","24.9816043105958","5191482","7.47872378890209","8.33763255975178","7.68980590977902","8.42050690582215","7.48207031124183","8.08986660726803","65.0822908751493","7421911","65.0522761779916","6843475","65.1148577661366","14265387","6.75372170517605","7.2354397935748","6.56424394299643","6.56997116393508","6.54146426412082","6.07051419592064","7.05180443497649","6.63898604420945","7.12141748278896","7.11662628461811","6.25316091595662","6.42521133250436","6.07734737233847","6.23238652306715","5.81707227025833","5.73835451812254","5.38997347813756","4.9975013029164","11.2328586848264","1421285","12.4574159518223","1040847","9.90353792326765","2462130","4.43136978004197","3.94851602911014","3.72493057760527","3.04123234902557","2.28100936496912","1.60379244850984","2.02010622920592","1.3099970966221","0.530626559530355","11409149","52.0514120929798","10509851","47.9485879070202","21919000","5","5.38116591928251","1013","142716","17817298","81.287","0.373288827791506","8","384.232857338382","4.84","4101702","18.713","1.21697057013045"
"KNA",NA,NA,NA,NA,"809326160.467762","927451851.851852","-10.7433909759491","15215.1857510107","17435.9274299115","-11.3441178903462","23259.3623116037","24536.6518405639","1237212000.07882","1305153584.70327","-0.538552450268142",NA,NA,"55000000","258000000","33.7483826653675","2.78799701841013","25857329.9768192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.675308623400813",NA,NA,NA,NA,"53192","7","25",NA,"54","36786","69.157","0.610788832371252","5","6222.74026169349",NA,"16406","30.843","0.820128227435399"
"LCA","39.3697440723762","14.3492516469838","25.0204924253924","57.51","1363762748.14583","1703364240.74074","-20.211549191879","7426.72861119881","9276.11782856052","-20.5739296871927","12270.0132882689","12943.8219371625","2253130270.11152","2376861078.49922","0.584230096069447","69.4","104559","69000000","600000000","39.2752168913134","2.40077470625746","40893937.8471382","5.73025631122126","6.06600163676981","17.9526975880453","16270","17.4557704893409","16694","18.4623211165424","32966","5.81823253618291","6.15226382959899","5.90728164193677","6.24405565017363","7.03917087772378","7.32343898608745","71.7514308897929","67234","72.1340671837952","64521","71.3554223529672","131756","8.53047517890287","8.75782442325982","9.0765715021404","9.38488420959501","7.82237385604086","7.74258476919334","7.84168571030073","7.57116630908407","7.05633697039922","6.97728428922165","7.09388779812675","6.65656587998496","6.81708455373523","6.63887107119949","6.11005611166543","5.8868416978169","4.74642462475994","4.4159607175245","10.2958715221618","9703","10.4101623268639","9207","10.1822565304904","18906","3.34095078695806","3.34431886045431","2.7497934704475","2.56242949724624","1.96873625371485","1.81592975160912","2.35068181574345","2.45957842118069","0.45521114346163","93207","50.7583224871888","90422","49.2416775128112","183629","7","16.6666666666667",NA,"731","149031","81.159","0.347510810324797","5","375.757641766823","17.13","34598","18.841","0.920461209209923"
